id	text	tag
data/img8370.png	Address	I-ADD
data/img8370.png	Line	I-ADD
data/img8370.png	2	I-ADD
data/img8370.png	E-mail	B-MAIL
data/img8370.png	Address	I-MAIL
data/img8370.png	Website	B-WEB
data/img8370.png	Address	B-ADD
data/img9550.png	Full	B-NAME
data/img9550.png	Name	I-NAME
data/img9550.png	Designation	B-DES
data/img9550.png	Phone	B-PHON
data/img9550.png	Number	I-PHON
data/img9550.png	Company	B-COMP
data/img9550.png	Name	I-COMP
data/img9550.png	Address	B-ADD
data/img9550.png	Line	I-ADD
data/img9550.png	1,	I-ADD
data/img9550.png	Address	I-ADD
data/img9550.png	Line	I-ADD
data/img9550.png	1	I-ADD
data/img9550.png	Address	I-ADD
data/img9550.png	Line	I-ADD
data/img9550.png	2,	I-ADD
data/img9550.png	Address	I-ADD
data/img9550.png	Line	I-ADD
data/img9550.png	2	I-ADD
data/img9550.png	E-mail	B-MAIL
data/img9550.png	Address	I-MAIL
data/img9550.png	Website	B-WEB
data/img9550.png	Address	I-WEB
data/img3345.png	Phone	B-PHON
data/img3345.png	Number	I-PHON
data/img3345.png	Company	B-COMP
data/img3345.png	Name	I-COMP
data/img3345.png	Address	B-ADD
data/img3345.png	Line	I-ADD
data/img3345.png	1,	I-ADD
data/img3345.png	Address	I-ADD
data/img3345.png	Line	I-ADD
data/img3345.png	1,	I-ADD
data/img3345.png	Address	I-ADD
data/img3345.png	Address	I-ADD
data/img3345.png	Line	I-ADD
data/img3345.png	2,	I-ADD
data/img3345.png	Address	I-ADD
data/img3345.png	Line	I-ADD
data/img3345.png	2,	I-ADD
data/img3345.png	Address	I-ADD
data/img3345.png	E-mail	B-MAIL
data/img3345.png	Address	I-MAIL
data/img3345.png	Website	B-WEB
data/img3345.png	Address	I-WEB
data/img4768.png	Full	B-NAME
data/img4768.png	Name	I-NAME
data/img4768.png	Number,	B-PHON
data/img4768.png	Address	B-ADD
data/img4768.png	Address	I-ADD
data/img4768.png	Line	I-ADD
data/img4768.png	1_	I-ADD
data/img4768.png	Address	I-ADD
data/img4768.png	Line	I-ADD
data/img4768.png	2,	I-ADD
data/img4768.png	Address	I-ADD
data/img4768.png	E-mail	B-MAIL
data/img4768.png	Address	I-MAIL
data/img4768.png	Website	B-WEB
data/img8243.png	Full	B-NAME
data/img8243.png	Name	I-NAME
data/img8243.png	Designation	B-DES
data/img8243.png	Phone	B-PHON
data/img8243.png	Number	I-PHON
data/img8243.png	Company	B-COMP
data/img8243.png	Name	I-COMP
data/img8243.png	Address	B-ADD
data/img8243.png	Line	I-ADD
data/img8243.png	1,	I-ADD
data/img8243.png	Address	I-ADD
data/img8243.png	Address	I-ADD
data/img8243.png	Address	I-ADD
data/img8243.png	Line	I-ADD
data/img8243.png	2,	I-ADD
data/img8243.png	Address	I-ADD
data/img8243.png	Line	I-ADD
data/img8243.png	2,	I-ADD
data/img8243.png	Address	I-ADD
data/img8243.png	Line	I-ADD
data/img8243.png	2	I-ADD
data/img1487.png	Full	B-NAME
